,Length,AT,DA,SA,SRCE,DSTI
3082,55,2020-05-15 13:25:19.070542+02:00,c4:ea:1d:e6:79:e9,d4:f5:47:27:f9:8e,Google_hub,Router
3083,127,2020-05-15 13:25:19.079857+02:00,d4:f5:47:27:f9:8e,00:f6:20:f9:03:47,Google_speaker,Google_hub
3084,142,2020-05-15 13:25:19.080608+02:00,00:f6:20:f9:03:47,d4:f5:47:27:f9:8e,Google_hub,Google_speaker
3085,417,2020-05-15 13:25:19.084137+02:00,98:de:d0:1d:d5:9f,c4:ea:1d:e6:79:e9,Router,Broadcasting
3086,417,2020-05-15 13:25:19.087932+02:00,98:de:d0:1d:d5:9f,c4:ea:1d:e6:79:e9,Router,Broadcasting
3087,417,2020-05-15 13:25:19.091836+02:00,98:de:d0:1d:d5:9f,c4:ea:1d:e6:79:e9,Router,Broadcasting
3088,295,2020-05-15 13:25:19.125058+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
3089,1586,2020-05-15 13:25:19.187225+02:00,c4:ea:1d:e6:79:e8,7c:c6:3b:50:5f:b9,Listening,Router2
3090,142,2020-05-15 13:25:19.213152+02:00,00:f6:20:f9:03:47,d4:f5:47:27:f9:8e,Google_hub,Google_speaker
3091,142,2020-05-15 13:25:19.213414+02:00,d4:f5:47:27:f9:8e,00:f6:20:f9:03:47,Google_speaker,Google_hub
3092,142,2020-05-15 13:25:19.213541+02:00,00:f6:20:f9:03:47,d4:f5:47:27:f9:8e,Google_hub,Google_speaker
3093,142,2020-05-15 13:25:19.213877+02:00,00:f6:20:f9:03:47,d4:f5:47:27:f9:8e,Google_hub,Google_speaker
3094,142,2020-05-15 13:25:19.217795+02:00,d4:f5:47:27:f9:8e,00:f6:20:f9:03:47,Google_speaker,Google_hub
3095,55,2020-05-15 13:25:19.223369+02:00,c4:ea:1d:e6:79:e9,d4:f5:47:27:f9:8e,Google_hub,Router
3096,295,2020-05-15 13:25:19.226402+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
3097,631,2020-05-15 13:25:19.227487+02:00,ec:89:14:fa:3a:2d,c4:ea:1d:e6:79:e8,Router2,Phone1
3098,976,2020-05-15 13:25:19.230839+02:00,ec:89:14:fa:3a:2d,c4:ea:1d:e6:79:e8,Router2,Phone1
3099,1530,2020-05-15 13:25:19.230973+02:00,ec:89:14:fa:3a:2d,c4:ea:1d:e6:79:e8,Router2,Phone1
3100,1530,2020-05-15 13:25:19.231137+02:00,ec:89:14:fa:3a:2d,c4:ea:1d:e6:79:e8,Router2,Phone1
3101,1530,2020-05-15 13:25:19.231303+02:00,ec:89:14:fa:3a:2d,c4:ea:1d:e6:79:e8,Router2,Phone1
3102,1530,2020-05-15 13:25:19.231469+02:00,ec:89:14:fa:3a:2d,c4:ea:1d:e6:79:e8,Router2,Phone1
3103,863,2020-05-15 13:25:19.231556+02:00,ec:89:14:fa:3a:2d,c4:ea:1d:e6:79:e8,Router2,Phone1
3104,1530,2020-05-15 13:25:19.231728+02:00,ec:89:14:fa:3a:2d,c4:ea:1d:e6:79:e8,Router2,Phone1
3105,1530,2020-05-15 13:25:19.231893+02:00,ec:89:14:fa:3a:2d,c4:ea:1d:e6:79:e8,Router2,Phone1
3106,1530,2020-05-15 13:25:19.232059+02:00,ec:89:14:fa:3a:2d,c4:ea:1d:e6:79:e8,Router2,Phone1
3107,1530,2020-05-15 13:25:19.232224+02:00,ec:89:14:fa:3a:2d,c4:ea:1d:e6:79:e8,Router2,Phone1
3108,1530,2020-05-15 13:25:19.232393+02:00,ec:89:14:fa:3a:2d,c4:ea:1d:e6:79:e8,Router2,Phone1
3109,1530,2020-05-15 13:25:19.232560+02:00,ec:89:14:fa:3a:2d,c4:ea:1d:e6:79:e8,Router2,Phone1
3110,1027,2020-05-15 13:25:19.232663+02:00,ec:89:14:fa:3a:2d,c4:ea:1d:e6:79:e8,Router2,Phone1
3111,1530,2020-05-15 13:25:19.232835+02:00,ec:89:14:fa:3a:2d,c4:ea:1d:e6:79:e8,Router2,Phone1
3112,187,2020-05-15 13:25:19.232837+02:00,ec:89:14:fa:3a:2d,c4:ea:1d:e6:79:e8,Router2,Phone1
3113,146,2020-05-15 13:25:19.283787+02:00,c4:ea:1d:e6:79:e8,ec:89:14:fa:3a:2d,Phone1,Router2
3114,146,2020-05-15 13:25:19.286212+02:00,c4:ea:1d:e6:79:e8,ec:89:14:fa:3a:2d,Phone1,Router2
3115,142,2020-05-15 13:25:19.286516+02:00,c4:ea:1d:e6:79:e8,ec:89:14:fa:3a:2d,Phone1,Router2
3116,142,2020-05-15 13:25:19.286523+02:00,c4:ea:1d:e6:79:e8,ec:89:14:fa:3a:2d,Phone1,Router2
3117,146,2020-05-15 13:25:19.286527+02:00,c4:ea:1d:e6:79:e8,ec:89:14:fa:3a:2d,Phone1,Router2
3118,1586,2020-05-15 13:25:19.295794+02:00,c4:ea:1d:e6:79:e8,74:c6:3b:50:5f:b9,Azurewave,Router2
3119,295,2020-05-15 13:25:19.328319+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
3120,1534,2020-05-15 13:25:19.335628+02:00,c4:ea:1d:e6:79:e8,ec:89:14:fa:3a:2d,Phone1,Router2
3121,900,2020-05-15 13:25:19.336083+02:00,c4:ea:1d:e6:79:e8,ec:89:14:fa:3a:2d,Phone1,Router2
3122,482,2020-05-15 13:25:19.336516+02:00,c4:ea:1d:e6:79:e8,ec:89:14:fa:3a:2d,Phone1,Router2
3123,1530,2020-05-15 13:25:19.336760+02:00,c4:ea:1d:e6:79:e8,ec:89:14:fa:3a:2d,Phone1,Router2
3124,1530,2020-05-15 13:25:19.336987+02:00,c4:ea:1d:e6:79:e8,ec:89:14:fa:3a:2d,Phone1,Router2
3125,1534,2020-05-15 13:25:19.337219+02:00,c4:ea:1d:e6:79:e8,ec:89:14:fa:3a:2d,Phone1,Router2
3126,1530,2020-05-15 13:25:19.341040+02:00,c4:ea:1d:e6:79:e8,ec:89:14:fa:3a:2d,Phone1,Router2
3127,1247,2020-05-15 13:25:19.341141+02:00,c4:ea:1d:e6:79:e8,ec:89:14:fa:3a:2d,Phone1,Router2
3128,184,2020-05-15 13:25:19.341149+02:00,c4:ea:1d:e6:79:e8,ec:89:14:fa:3a:2d,Phone1,Router2
3129,1530,2020-05-15 13:25:19.351733+02:00,c4:ea:1d:e6:79:e8,ec:89:14:fa:3a:2d,Phone1,Router2
3130,1247,2020-05-15 13:25:19.351834+02:00,c4:ea:1d:e6:79:e8,ec:89:14:fa:3a:2d,Phone1,Router2
3131,184,2020-05-15 13:25:19.351841+02:00,c4:ea:1d:e6:79:e8,ec:89:14:fa:3a:2d,Phone1,Router2
3132,402,2020-05-15 13:25:19.365205+02:00,c4:ea:1d:e6:79:e8,ec:89:14:fa:3a:2d,Phone1,Router2
3133,402,2020-05-15 13:25:19.369472+02:00,c4:ea:1d:e6:79:e8,ec:89:14:fa:3a:2d,Phone1,Router2
3134,177,2020-05-15 13:25:19.380824+02:00,74:c6:3b:50:5f:b9,c4:ea:1d:e6:79:e8,Router2,Azurewave
3135,402,2020-05-15 13:25:19.384963+02:00,c4:ea:1d:e6:79:e8,ec:89:14:fa:3a:2d,Phone1,Router2
3136,146,2020-05-15 13:25:19.385641+02:00,ec:89:14:fa:3a:2d,c4:ea:1d:e6:79:e8,Router2,Phone1
3137,177,2020-05-15 13:25:19.385702+02:00,74:c6:3b:50:5f:b9,c4:ea:1d:e6:79:e8,Router2,Azurewave
3138,184,2020-05-15 13:25:19.386107+02:00,ec:89:14:fa:3a:2d,c4:ea:1d:e6:79:e8,Router2,Phone1
3139,188,2020-05-15 13:25:19.386116+02:00,ec:89:14:fa:3a:2d,c4:ea:1d:e6:79:e8,Router2,Phone1
3140,177,2020-05-15 13:25:19.386378+02:00,74:c6:3b:50:5f:b9,c4:ea:1d:e6:79:e8,Router2,Azurewave
3141,146,2020-05-15 13:25:19.389409+02:00,c4:ea:1d:e6:79:e8,ec:89:14:fa:3a:2d,Phone1,Router2
3142,146,2020-05-15 13:25:19.389572+02:00,c4:ea:1d:e6:79:e8,ec:89:14:fa:3a:2d,Phone1,Router2
3143,146,2020-05-15 13:25:19.389873+02:00,c4:ea:1d:e6:79:e8,ec:89:14:fa:3a:2d,Phone1,Router2
3144,342,2020-05-15 13:25:19.398427+02:00,ec:89:14:fa:3a:2d,c4:ea:1d:e6:79:e8,Router2,Phone1
3145,247,2020-05-15 13:25:19.401113+02:00,ec:89:14:fa:3a:2d,c4:ea:1d:e6:79:e8,Router2,Phone1
3146,146,2020-05-15 13:25:19.401423+02:00,c4:ea:1d:e6:79:e8,ec:89:14:fa:3a:2d,Phone1,Router2
3147,146,2020-05-15 13:25:19.407860+02:00,ec:89:14:fa:3a:2d,c4:ea:1d:e6:79:e8,Router2,Phone1
3148,146,2020-05-15 13:25:19.408026+02:00,c4:ea:1d:e6:79:e8,ec:89:14:fa:3a:2d,Phone1,Router2
3149,295,2020-05-15 13:25:19.433315+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
3150,146,2020-05-15 13:25:19.435658+02:00,ec:89:14:fa:3a:2d,c4:ea:1d:e6:79:e8,Router2,Phone1
3151,1534,2020-05-15 13:25:19.436813+02:00,c4:ea:1d:e6:79:e8,ec:89:14:fa:3a:2d,Phone1,Router2
3152,1534,2020-05-15 13:25:19.437377+02:00,c4:ea:1d:e6:79:e8,ec:89:14:fa:3a:2d,Phone1,Router2
3153,169,2020-05-15 13:25:19.437625+02:00,c4:ea:1d:e6:79:e8,ec:89:14:fa:3a:2d,Phone1,Router2
3154,188,2020-05-15 13:25:19.450086+02:00,ec:89:14:fa:3a:2d,c4:ea:1d:e6:79:e8,Router2,Phone1
3155,146,2020-05-15 13:25:19.451231+02:00,c4:ea:1d:e6:79:e8,ec:89:14:fa:3a:2d,Phone1,Router2
3156,146,2020-05-15 13:25:19.453959+02:00,c4:ea:1d:e6:79:e8,ec:89:14:fa:3a:2d,Phone1,Router2
3157,146,2020-05-15 13:25:19.474953+02:00,ec:89:14:fa:3a:2d,c4:ea:1d:e6:79:e8,Router2,Phone1
3158,188,2020-05-15 13:25:19.475382+02:00,ec:89:14:fa:3a:2d,c4:ea:1d:e6:79:e8,Router2,Phone1
3159,318,2020-05-15 13:25:19.491638+02:00,ec:89:14:fa:3a:2d,c4:ea:1d:e6:79:e8,Router2,Phone1
3160,146,2020-05-15 13:25:19.491950+02:00,c4:ea:1d:e6:79:e8,ec:89:14:fa:3a:2d,Phone1,Router2
3161,247,2020-05-15 13:25:19.492258+02:00,ec:89:14:fa:3a:2d,c4:ea:1d:e6:79:e8,Router2,Phone1
3162,146,2020-05-15 13:25:19.492522+02:00,c4:ea:1d:e6:79:e8,ec:89:14:fa:3a:2d,Phone1,Router2
3163,146,2020-05-15 13:25:19.494879+02:00,c4:ea:1d:e6:79:e8,ec:89:14:fa:3a:2d,Phone1,Router2
3164,146,2020-05-15 13:25:19.495267+02:00,c4:ea:1d:e6:79:e8,ec:89:14:fa:3a:2d,Phone1,Router2
3165,146,2020-05-15 13:25:19.496123+02:00,c4:ea:1d:e6:79:e8,ec:89:14:fa:3a:2d,Phone1,Router2
3166,146,2020-05-15 13:25:19.496384+02:00,c4:ea:1d:e6:79:e8,ec:89:14:fa:3a:2d,Phone1,Router2
3167,146,2020-05-15 13:25:19.497110+02:00,c4:ea:1d:e6:79:e8,ec:89:14:fa:3a:2d,Phone1,Router2
3168,146,2020-05-15 13:25:19.497346+02:00,c4:ea:1d:e6:79:e8,ec:89:14:fa:3a:2d,Phone1,Router2
3169,140,2020-05-15 13:25:19.530632+02:00,74:c6:3b:50:5f:b9,c4:ea:1d:e6:79:e8,Router2,Azurewave
3170,140,2020-05-15 13:25:19.530972+02:00,74:c6:3b:50:5f:b9,c4:ea:1d:e6:79:e8,Router2,Azurewave
3171,146,2020-05-15 13:25:19.532065+02:00,c4:ea:1d:e6:79:e8,ec:89:14:fa:3a:2d,Phone1,Router2
3172,295,2020-05-15 13:25:19.535231+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
3173,127,2020-05-15 13:25:19.638490+02:00,ff:ff:ff:ff:ff:ff,74:c6:3b:50:5f:b9,Azurewave,Broadcasting
3174,127,2020-05-15 13:25:19.642413+02:00,ff:ff:ff:ff:ff:ff,74:c6:3b:50:5f:b9,Azurewave,Broadcasting
3175,417,2020-05-15 13:25:19.733342+02:00,7e:66:04:98:ff:43,c4:ea:1d:e6:79:e9,Router,Broadcasting
3176,57,2020-05-15 13:25:19.735345+02:00,c4:ea:1d:e6:79:e9,ec:89:14:fa:3a:2d,Phone1,Router
3177,417,2020-05-15 13:25:19.741243+02:00,7e:66:04:98:ff:43,c4:ea:1d:e6:79:e9,Router,Broadcasting
3178,229,2020-05-15 13:25:19.744719+02:00,d4:f5:47:27:f9:8e,e4:ce:8f:4c:29:ae,Laptop,Google_hub
3179,49,2020-05-15 13:25:19.745149+02:00,c4:ea:1d:e6:79:e9,e4:ce:8f:4c:29:ae,Laptop,Router
3180,146,2020-05-15 13:25:19.745296+02:00,c4:ea:1d:e6:79:e8,ec:89:14:fa:3a:2d,Phone1,Router2
3181,146,2020-05-15 13:25:19.745735+02:00,c4:ea:1d:e6:79:e8,ec:89:14:fa:3a:2d,Phone1,Router2
3182,127,2020-05-15 13:25:19.752002+02:00,00:f6:20:f9:03:47,d4:f5:47:27:f9:8e,Google_hub,Google_speaker
3183,127,2020-05-15 13:25:19.753205+02:00,00:f6:20:f9:03:47,d4:f5:47:27:f9:8e,Google_hub,Google_speaker
3184,55,2020-05-15 13:25:19.759374+02:00,c4:ea:1d:e6:79:e9,d4:f5:47:27:f9:8e,Google_hub,Router
3185,142,2020-05-15 13:25:19.761219+02:00,00:f6:20:f9:03:47,d4:f5:47:27:f9:8e,Google_hub,Google_speaker
3186,55,2020-05-15 13:25:19.761899+02:00,c4:ea:1d:e6:79:e9,d4:f5:47:27:f9:8e,Google_hub,Router
3187,142,2020-05-15 13:25:19.763098+02:00,d4:f5:47:27:f9:8e,00:f6:20:f9:03:47,Google_speaker,Google_hub
3188,417,2020-05-15 13:25:19.802937+02:00,7e:66:04:98:ff:43,c4:ea:1d:e6:79:e9,Router,Broadcasting
3189,417,2020-05-15 13:25:19.806864+02:00,7e:66:04:98:ff:43,c4:ea:1d:e6:79:e9,Router,Broadcasting
3190,417,2020-05-15 13:25:19.820016+02:00,7e:66:04:98:ff:43,c4:ea:1d:e6:79:e9,Router,Broadcasting
3191,417,2020-05-15 13:25:19.843615+02:00,7e:66:04:98:ff:43,c4:ea:1d:e6:79:e9,Router,Broadcasting
3192,295,2020-05-15 13:25:19.846293+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
3193,417,2020-05-15 13:25:19.849763+02:00,7e:66:04:98:ff:43,c4:ea:1d:e6:79:e9,Router,Broadcasting
3194,295,2020-05-15 13:25:19.944143+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
3195,55,2020-05-15 13:25:19.944581+02:00,c4:ea:1d:e6:79:e9,d4:f5:47:27:f9:8e,Google_hub,Router
3196,142,2020-05-15 13:25:19.945063+02:00,d4:f5:47:27:f9:8e,00:f6:20:f9:03:47,Google_speaker,Google_hub
3197,256,2020-05-15 13:25:19.945224+02:00,d4:f5:47:27:f9:8e,e4:ce:8f:4c:29:ae,Laptop,Google_hub
3198,256,2020-05-15 13:25:19.948143+02:00,e4:ce:8f:4c:29:ae,d4:f5:47:27:f9:8e,Google_hub,Laptop
3199,49,2020-05-15 13:25:19.949129+02:00,c4:ea:1d:e6:79:e9,e4:ce:8f:4c:29:ae,Laptop,Router
3200,53,2020-05-15 13:25:19.978705+02:00,c4:ea:1d:e6:79:e9,ec:89:14:fa:3a:2d,Phone1,Router
3201,53,2020-05-15 13:25:19.978781+02:00,c4:ea:1d:e6:79:e9,ec:89:14:fa:3a:2d,Phone1,Router
3202,55,2020-05-15 13:25:20.000666+02:00,c4:ea:1d:e6:79:e9,d4:f5:47:27:f9:8e,Google_hub,Router
3203,295,2020-05-15 13:25:20.045175+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
3204,49,2020-05-15 13:25:20.045924+02:00,c4:ea:1d:e6:79:e9,e4:ce:8f:4c:29:ae,Laptop,Router
3205,256,2020-05-15 13:25:20.050033+02:00,e4:ce:8f:4c:29:ae,d4:f5:47:27:f9:8e,Google_hub,Laptop
3206,119,2020-05-15 13:25:20.050793+02:00,d4:f5:47:27:f9:8e,e4:ce:8f:4c:29:ae,Laptop,Google_hub
3207,295,2020-05-15 13:25:20.147988+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
3208,229,2020-05-15 13:25:20.181053+02:00,00:f6:20:f9:03:47,e4:ce:8f:4c:29:ae,Laptop,Google_speaker
3209,256,2020-05-15 13:25:20.187863+02:00,00:f6:20:f9:03:47,e4:ce:8f:4c:29:ae,Laptop,Google_speaker
3210,256,2020-05-15 13:25:20.190906+02:00,e4:ce:8f:4c:29:ae,00:f6:20:f9:03:47,Google_speaker,Laptop
3211,256,2020-05-15 13:25:20.191255+02:00,e4:ce:8f:4c:29:ae,00:f6:20:f9:03:47,Google_speaker,Laptop
3212,119,2020-05-15 13:25:20.192262+02:00,00:f6:20:f9:03:47,e4:ce:8f:4c:29:ae,Laptop,Google_speaker
3213,146,2020-05-15 13:25:20.192613+02:00,00:f6:20:f9:03:47,e4:ce:8f:4c:29:ae,Laptop,Google_speaker
3214,256,2020-05-15 13:25:20.207936+02:00,00:f6:20:f9:03:47,e4:ce:8f:62:3b:53,Desktop,Google_speaker
3215,142,2020-05-15 13:25:20.214212+02:00,00:f6:20:f9:03:47,d4:f5:47:27:f9:8e,Google_hub,Google_speaker
3216,142,2020-05-15 13:25:20.214602+02:00,00:f6:20:f9:03:47,d4:f5:47:27:f9:8e,Google_hub,Google_speaker
3217,146,2020-05-15 13:25:20.214700+02:00,d4:f5:47:27:f9:8e,e4:ce:8f:4c:29:ae,Laptop,Google_hub
3218,142,2020-05-15 13:25:20.215603+02:00,d4:f5:47:27:f9:8e,00:f6:20:f9:03:47,Google_speaker,Google_hub
3219,142,2020-05-15 13:25:20.215846+02:00,d4:f5:47:27:f9:8e,00:f6:20:f9:03:47,Google_speaker,Google_hub
3220,55,2020-05-15 13:25:20.223292+02:00,c4:ea:1d:e6:79:e9,d4:f5:47:27:f9:8e,Google_hub,Router
3221,55,2020-05-15 13:25:20.223642+02:00,c4:ea:1d:e6:79:e9,d4:f5:47:27:f9:8e,Google_hub,Router
3222,256,2020-05-15 13:25:20.237082+02:00,00:f6:20:f9:03:47,e4:ce:8f:62:3b:53,Desktop,Google_speaker
3223,256,2020-05-15 13:25:20.238657+02:00,00:f6:20:f9:03:47,e4:ce:8f:62:3b:53,Desktop,Google_speaker
3224,256,2020-05-15 13:25:20.242288+02:00,00:f6:20:f9:03:47,e4:ce:8f:62:3b:53,Desktop,Google_speaker
3225,256,2020-05-15 13:25:20.242362+02:00,e4:ce:8f:62:3b:53,00:f6:20:f9:03:47,Google_speaker,Desktop
3226,146,2020-05-15 13:25:20.242723+02:00,00:f6:20:f9:03:47,e4:ce:8f:62:3b:53,Desktop,Google_speaker
3227,146,2020-05-15 13:25:20.243003+02:00,00:f6:20:f9:03:47,e4:ce:8f:62:3b:53,Desktop,Google_speaker
3228,256,2020-05-15 13:25:20.246779+02:00,e4:ce:8f:62:3b:53,00:f6:20:f9:03:47,Google_speaker,Desktop
3229,256,2020-05-15 13:25:20.247412+02:00,e4:ce:8f:62:3b:53,00:f6:20:f9:03:47,Google_speaker,Desktop
3230,295,2020-05-15 13:25:20.250130+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
3231,146,2020-05-15 13:25:20.250641+02:00,00:f6:20:f9:03:47,e4:ce:8f:62:3b:53,Desktop,Google_speaker
3232,125,2020-05-15 13:25:20.260787+02:00,ff:ff:ff:ff:ff:ff,74:c6:3b:50:5f:b9,Azurewave,Broadcasting
3233,140,2020-05-15 13:25:20.293164+02:00,74:c6:3b:50:5f:b9,c4:ea:1d:e6:79:e8,Router2,Azurewave
3234,49,2020-05-15 13:25:20.400964+02:00,c4:ea:1d:e6:79:e9,e4:ce:8f:4c:29:ae,Laptop,Router
3235,142,2020-05-15 13:25:20.444629+02:00,00:f6:20:f9:03:47,d4:f5:47:27:f9:8e,Google_hub,Google_speaker
3236,142,2020-05-15 13:25:20.444985+02:00,00:f6:20:f9:03:47,d4:f5:47:27:f9:8e,Google_hub,Google_speaker
3237,142,2020-05-15 13:25:20.445593+02:00,00:f6:20:f9:03:47,d4:f5:47:27:f9:8e,Google_hub,Google_speaker
3238,229,2020-05-15 13:25:20.445872+02:00,00:f6:20:f9:03:47,c4:ea:1d:e6:79:e8,Router2,Google_speaker
3239,229,2020-05-15 13:25:20.454962+02:00,00:f6:20:f9:03:47,e4:ce:8f:4c:29:ae,Laptop,Google_speaker
3240,49,2020-05-15 13:25:20.455342+02:00,c4:ea:1d:e6:79:e9,e4:ce:8f:4c:29:ae,Laptop,Router
3241,142,2020-05-15 13:25:20.469380+02:00,d4:f5:47:27:f9:8e,00:f6:20:f9:03:47,Google_speaker,Google_hub
3242,55,2020-05-15 13:25:20.479003+02:00,c4:ea:1d:e6:79:e9,d4:f5:47:27:f9:8e,Google_hub,Router
3243,142,2020-05-15 13:25:20.515209+02:00,c4:ea:1d:e6:79:e8,00:f6:20:f9:03:47,Google_speaker,Router2
3244,256,2020-05-15 13:25:20.515270+02:00,e4:ce:8f:4c:29:ae,00:f6:20:f9:03:47,Google_speaker,Laptop
3245,256,2020-05-15 13:25:20.515743+02:00,e4:ce:8f:4c:29:ae,00:f6:20:f9:03:47,Google_speaker,Laptop
3246,256,2020-05-15 13:25:20.516043+02:00,e4:ce:8f:4c:29:ae,00:f6:20:f9:03:47,Google_speaker,Laptop
3247,119,2020-05-15 13:25:20.516754+02:00,00:f6:20:f9:03:47,e4:ce:8f:4c:29:ae,Laptop,Google_speaker
3248,146,2020-05-15 13:25:20.517048+02:00,00:f6:20:f9:03:47,e4:ce:8f:4c:29:ae,Laptop,Google_speaker
3249,295,2020-05-15 13:25:20.557176+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
3250,127,2020-05-15 13:25:20.558347+02:00,ff:ff:ff:ff:ff:ff,74:c6:3b:50:5f:b9,Azurewave,Broadcasting
3251,295,2020-05-15 13:25:20.662970+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
3252,295,2020-05-15 13:25:20.762206+02:00,ff:ff:ff:ff:ff:ff,c4:ea:1d:e6:79:e9,Router,Broadcasting
3253,557,2020-05-15 13:25:20.763369+02:00,ec:89:14:fa:3a:2d,c4:ea:1d:e6:79:e8,Router2,Phone1
3254,1123,2020-05-15 13:25:20.763707+02:00,ec:89:14:fa:3a:2d,c4:ea:1d:e6:79:e8,Router2,Phone1
3255,1534,2020-05-15 13:25:20.763895+02:00,ec:89:14:fa:3a:2d,c4:ea:1d:e6:79:e8,Router2,Phone1
3256,49,2020-05-15 13:25:20.767054+02:00,c4:ea:1d:e6:79:e9,e4:ce:8f:4c:29:ae,Laptop,Router
3257,146,2020-05-15 13:25:20.768291+02:00,c4:ea:1d:e6:79:e8,ec:89:14:fa:3a:2d,Phone1,Router2
3258,146,2020-05-15 13:25:20.768577+02:00,c4:ea:1d:e6:79:e8,ec:89:14:fa:3a:2d,Phone1,Router2
3259,146,2020-05-15 13:25:20.768839+02:00,c4:ea:1d:e6:79:e8,ec:89:14:fa:3a:2d,Phone1,Router2
3260,1530,2020-05-15 13:25:20.773142+02:00,ec:89:14:fa:3a:2d,c4:ea:1d:e6:79:e8,Router2,Phone1
3261,864,2020-05-15 13:25:20.773154+02:00,ec:89:14:fa:3a:2d,c4:ea:1d:e6:79:e8,Router2,Phone1
3262,1530,2020-05-15 13:25:20.773372+02:00,ec:89:14:fa:3a:2d,c4:ea:1d:e6:79:e8,Router2,Phone1
3263,1530,2020-05-15 13:25:20.773448+02:00,ec:89:14:fa:3a:2d,c4:ea:1d:e6:79:e8,Router2,Phone1
3264,1530,2020-05-15 13:25:20.773627+02:00,ec:89:14:fa:3a:2d,c4:ea:1d:e6:79:e8,Router2,Phone1
3265,1530,2020-05-15 13:25:20.773792+02:00,ec:89:14:fa:3a:2d,c4:ea:1d:e6:79:e8,Router2,Phone1
3266,1530,2020-05-15 13:25:20.773958+02:00,ec:89:14:fa:3a:2d,c4:ea:1d:e6:79:e8,Router2,Phone1
3267,1530,2020-05-15 13:25:20.774124+02:00,ec:89:14:fa:3a:2d,c4:ea:1d:e6:79:e8,Router2,Phone1
3268,1530,2020-05-15 13:25:20.774297+02:00,ec:89:14:fa:3a:2d,c4:ea:1d:e6:79:e8,Router2,Phone1
3269,1530,2020-05-15 13:25:20.774456+02:00,ec:89:14:fa:3a:2d,c4:ea:1d:e6:79:e8,Router2,Phone1
3270,1530,2020-05-15 13:25:20.774623+02:00,ec:89:14:fa:3a:2d,c4:ea:1d:e6:79:e8,Router2,Phone1
3271,1530,2020-05-15 13:25:20.774789+02:00,ec:89:14:fa:3a:2d,c4:ea:1d:e6:79:e8,Router2,Phone1
3272,1530,2020-05-15 13:25:20.774957+02:00,ec:89:14:fa:3a:2d,c4:ea:1d:e6:79:e8,Router2,Phone1
3273,1530,2020-05-15 13:25:20.775119+02:00,ec:89:14:fa:3a:2d,c4:ea:1d:e6:79:e8,Router2,Phone1
3274,1534,2020-05-15 13:25:20.775285+02:00,ec:89:14:fa:3a:2d,c4:ea:1d:e6:79:e8,Router2,Phone1
3275,146,2020-05-15 13:25:20.775482+02:00,c4:ea:1d:e6:79:e8,ec:89:14:fa:3a:2d,Phone1,Router2
3276,1530,2020-05-15 13:25:20.784989+02:00,ec:89:14:fa:3a:2d,c4:ea:1d:e6:79:e8,Router2,Phone1
3277,864,2020-05-15 13:25:20.785054+02:00,ec:89:14:fa:3a:2d,c4:ea:1d:e6:79:e8,Router2,Phone1
3278,1530,2020-05-15 13:25:20.785319+02:00,ec:89:14:fa:3a:2d,c4:ea:1d:e6:79:e8,Router2,Phone1
3279,1530,2020-05-15 13:25:20.785407+02:00,ec:89:14:fa:3a:2d,c4:ea:1d:e6:79:e8,Router2,Phone1
3280,1530,2020-05-15 13:25:20.785651+02:00,ec:89:14:fa:3a:2d,c4:ea:1d:e6:79:e8,Router2,Phone1
3281,1530,2020-05-15 13:25:20.785738+02:00,ec:89:14:fa:3a:2d,c4:ea:1d:e6:79:e8,Router2,Phone1
3282,1530,2020-05-15 13:25:20.785899+02:00,ec:89:14:fa:3a:2d,c4:ea:1d:e6:79:e8,Router2,Phone1
3283,1530,2020-05-15 13:25:20.786065+02:00,ec:89:14:fa:3a:2d,c4:ea:1d:e6:79:e8,Router2,Phone1
3284,1530,2020-05-15 13:25:20.786229+02:00,ec:89:14:fa:3a:2d,c4:ea:1d:e6:79:e8,Router2,Phone1
3285,1530,2020-05-15 13:25:20.786394+02:00,ec:89:14:fa:3a:2d,c4:ea:1d:e6:79:e8,Router2,Phone1
3286,1530,2020-05-15 13:25:20.786565+02:00,ec:89:14:fa:3a:2d,c4:ea:1d:e6:79:e8,Router2,Phone1
3287,1530,2020-05-15 13:25:20.786730+02:00,ec:89:14:fa:3a:2d,c4:ea:1d:e6:79:e8,Router2,Phone1
